"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"66","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:23:35","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"67","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 08:20:34","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"68","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:19:32","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"69","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:18:33","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"70","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:16:01","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"71","RT @thekaranwaraich: Usually Apple waits a year or 2 before their phones become obsolete. The iPhone 8 lasted about 10 minutes AppleEvent","2017-09-14 08:13:33","TRUE","503","0","-1","Apple Iphone","Toronto","Canada",FALSE
"72","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:13:16","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"73","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 08:13:10","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"74","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:12:53","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"75","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:12:28","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"76","Apple Unveils iPhone X With Edge-to-Edge Display  ","2017-09-14 08:12:22","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"77","Everything Apple announced at today's iPhone event  ","2017-09-14 08:12:13","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"78","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:11:46","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"79","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 08:11:11","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"80","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 08:10:07","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"81","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 08:09:46","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"82","All ready to preorder the iPhone x  on the preorder day @Apple  @verizon","2017-09-14 08:08:06","FALSE","0","1","1","Apple Iphone","Toronto","Canada",FALSE
"83","Apple Just Announced The iPhone X And Its Already One Giant Hilarious Meme  ","2017-09-14 08:05:08","FALSE","0","0","1","Apple Iphone","Toronto","Canada",FALSE
"84","Apple explains what went wrong with Face ID at the iPhone X event  internet marketing  ","2017-09-14 08:00:40","FALSE","0","1","-1","Apple Iphone","Toronto","Canada",FALSE
"85","The iPhone X is designed for a generation of selfie takers
 ","2017-09-14 07:55:31","FALSE","0","1","0","Apple Iphone","Toronto","Canada",FALSE
"86","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:54:11","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"87","RT @bloggerg: SOCIALMEDIA Apple explains what went wrong with Face ID at the iPhone X event  ","2017-09-14 07:51:59","TRUE","1","0","-1","Apple Iphone","Toronto","Canada",FALSE
"88","SOCIALMEDIA Apple explains what went wrong with Face ID at the iPhone X event  ","2017-09-14 07:51:10","FALSE","1","0","-1","Apple Iphone","Toronto","Canada",FALSE
"89","Apple explains what went wrong with Face ID at the iPhone X event  ","2017-09-14 07:49:35","FALSE","0","1","-1","Apple Iphone","Toronto","Canada",FALSE
"90","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:46:08","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"91","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 07:46:03","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"92","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 07:32:04","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"93","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:31:01","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"94","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:25:23","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"95","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:23:46","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"96","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:22:07","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"97","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:18:17","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"98","Apple Brings FaceID to New iPhone X -  ","2017-09-14 07:17:20","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"99","RT WIRED : Along with a new iPhone and Apple Watch, you'll need one more thingnew accessories  ","2017-09-14 07:16:15","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"100","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:15:01","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"101","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 07:12:01","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"102","Dark iPhone ... -  ","2017-09-14 07:09:55","FALSE","0","0","-1","Apple Iphone","Toronto","Canada",FALSE
"103","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 07:07:34","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"104","iPhone X  10 Mockups Freebie -  ","2017-09-14 07:06:04","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"105","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 06:53:43","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"106","Shipping delay for iPhone X may dampen Apples holiday quarter - The Globe and Mail  ","2017-09-14 06:53:36","FALSE","0","0","-1","Apple Iphone","Toronto","Canada",FALSE
"107","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:50:06","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"108","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:49:03","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"109","Most expensive iPhone ever: What you could buy instead of Apples newest smartphone -  ","2017-09-14 06:41:22","FALSE","0","0","-1","Apple Iphone","Toronto","Canada",FALSE
"110","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:40:59","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"111","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:40:01","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"112","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:35:06","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"113","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 06:33:21","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"114","&amp;039;Conan&amp;039; addresses your pressing questions about the iPhone X&amp;039;s facial recognition system  marketin...  ","2017-09-14 06:30:29","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"115","iPhone 8 and iPhone X Will Support Fast Charging, But Only If You Buy a New USB-C Charger  ","2017-09-14 06:27:33","FALSE","0","0","2","Apple Iphone","Toronto","Canada",FALSE
"116","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:26:43","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"117","RT @stanleysuen: RT TechCrunch : Hands on with the iPhone X  ","2017-09-14 06:25:54","TRUE","1","0","0","Apple Iphone","Toronto","Canada",FALSE
"118","I liked a @YouTube video  ","2017-09-14 06:25:31","FALSE","0","0","1","Apple Iphone","Toronto","Canada",TRUE
"119","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:25:31","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"120","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:19:36","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"121","Conan addresses your pressing questions about the iPhone X's facial recognition system  ","2017-09-14 06:16:04","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"122","Hands on with the iPhone X  ","2017-09-14 06:11:57","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"123","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:11:41","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"124","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 06:10:33","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"125","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:09:49","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"126","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:06:38","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"127","RT TechCrunch : Hands on with the iPhone X  ","2017-09-14 06:03:37","FALSE","1","1","0","Apple Iphone","Toronto","Canada",FALSE
"128","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 06:02:16","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"129","RT @Ehickioya: Apple explains what exactly happened when Face ID failed during iPhone X demo  ","2017-09-14 06:02:02","TRUE","1","0","-1","Apple Iphone","Toronto","Canada",FALSE
"130","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 06:01:51","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"131","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:54:12","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"132","RT @JonErlichman: Valuations today:

Apple: $832 billion
Nokia: $35 billion

Valuations when iPhone
released in 2007:

Nokia: $110 billion","2017-09-14 05:51:53","TRUE","472","0","0","Apple Iphone","Toronto","Canada",TRUE
"133","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:48:04","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"134","I liked a @YouTube video  ","2017-09-14 05:47:39","FALSE","0","0","1","Apple Iphone","Toronto","Canada",TRUE
